Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Document Type,Publication Stage,Access Type,Source,EID
"Bay, I., Kardel, K.M., Skougaard, M.R.","7003425062; 6603990851; 6701453787","Plaque-removing Ability of Toothbrushes: A Quantitative Evaluation",1973,"The Journal of the Royal Society for the Promotion of Health",93,"4",,218,222,,,10.1177/146642407309300416,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84965485372&partnerID=40&md5=632d9a76df1753fbcc31a61273e3152a",Article,Final,,Scopus,2-s2.0-84965485372
"Albertson, D., Johnson, R.","7101804641; 7407017357","Plaque control for the institutionalized child.",1973,"Journal of the American Dental Association (1939)",87,"7",,1389,1394,,4,10.14219/jada.archive.1973.0631,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015825009&partnerID=40&md5=a71677a234c73a610be01eb8e7ea8e10",Article,Final,,Scopus,2-s2.0-0015825009
"Jacobson, S.E., Crawford, J.J., McFall Jr., W.R.","7402234370; 7401850669; 57088345600","Oral physiotherapy of the tongue and palate: relationship to plaque control.",1973,"Journal of the American Dental Association (1939)",87,"1",,134,139,,10,10.14219/jada.archive.1973.0335,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015643523&partnerID=40&md5=2467cbd538e6da4b642cc83677122c96",Article,Final,,Scopus,2-s2.0-0015643523
"Chambers, D.W.","54790567900","SUSCEPTIBILITY TO PREVENTIVE DENTAL TREATMENT",1973,"Journal of Public Health Dentistry",33,"2",,82,90,,9,10.1111/j.1752-7325.1973.tb00642.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015537421&partnerID=40&md5=e7ffc7750163e12fcc165672d69074cc",Article,Final,,Scopus,2-s2.0-0015537421
"Clark, C.A., Fintz, J.B., Elwell, K.R.","16221559500; 6508324698; 6507098684","ELIMINATING DENTAL PLAQUE IN THE SIXTH GRADE",1973,"Journal of Public Health Dentistry",33,"2",,70,74,,12,10.1111/j.1752-7325.1973.tb00640.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015546096&partnerID=40&md5=a96b6b0904d8e6c2304955c321c0b78e",Article,Final,,Scopus,2-s2.0-0015546096
"Pyke, S.R.","7005589521","PREVENTION IN DENTISTRY AS VIEWED BY A DENTAL HEALTH EDUCATOR",1973,"Journal of Public Health Dentistry",33,"2",,75,81,,3,10.1111/j.1752-7325.1973.tb00641.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015537223&partnerID=40&md5=1d441566ead2e5765a8a4bddac6c01f3",Article,Final,,Scopus,2-s2.0-0015537223
"Cumming, B.R., Löe, H.","7004476762; 7103064570","Consistency of plaque distribution in individuals without special home care instruction",1973,"Journal of Periodontal Research",8,"1",,94,100,,58,10.1111/j.1600-0765.1973.tb00748.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015541089&partnerID=40&md5=d3c58ae34c15a46a7dbaa1d942c9aae8",Article,Final,,Scopus,2-s2.0-0015541089
"Birkeland, J.M., Jorkjend, L., Von der Fehr, F.R.","7005227230; 7003496014; 7003328177","The influence of fluoride mouth rinsing on the incidence of gingivitis in Norwegian children",1973,"Community Dentistry and Oral Epidemiology",1,"1",,17,21,,8,10.1111/j.1600-0528.1973.tb01057.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015691633&partnerID=40&md5=87a5270f8aa83709dda1639aab2a2a90",Article,Final,,Scopus,2-s2.0-0015691633
"Combelles, R., Bardier, B., Clouet, M.","7005071269; 6507264016; 7004024834","Dental caries. Present state of our knowledge concerning the dental plaque | LA CARIE DENTAIRE. ETAT ACTUEL DE NOS CONNAISSANCES SUR LA PLAQUE DENTAIRE",1973,"Revue de Medecine de Toulouse",9,"6 sup",,1089,1102,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015881257&partnerID=40&md5=2aaa1abacd80291dea5d9c242c529483",Article,Final,,Scopus,2-s2.0-0015881257
"Lindhe, J., Hamp, S.‐E., Löe, H.","57203625223; 7003726862; 7103064570","Experimental periodontitis in the Beagle dog",1973,"Journal of Periodontal Research",8,"1",,1,10,,217,10.1111/j.1600-0765.1973.tb00735.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015851842&partnerID=40&md5=80ec0fde8227ce42fab17a192529671d",Article,Final,,Scopus,2-s2.0-0015851842
"Lindhe, J., Axelsson, P.","57203625223; 57196114996","The effect of controlled oral hygiene and topical fluoride application on caries and gingivitis in Swedish schoolchildren",1973,"Community Dentistry and Oral Epidemiology",1,"1",,9,16,,57,10.1111/j.1600-0528.1973.tb01056.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015691632&partnerID=40&md5=0ca0ba25e07296735f2861c1ffd0fb10",Article,Final,,Scopus,2-s2.0-0015691632
"Singer, B.","7202648032","Oral physiotherapy and its significance in everyday practice | Die orale Physiotherapie und ihre Bedeutung in der täglichen Praxis.",1972,"ZWR",81,"23",,1137,1138,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015511767&partnerID=40&md5=78361595dc824c9b2fada65c7086ecaa",Article,Final,,Scopus,2-s2.0-0015511767
"Badersten, A., Egelberg, J.","6603930426; 7005656842","Effect of dentifrices and toothbrushing on dental plaque | Den plaqueavlägsnande effekten av tandkräm vid tandborstning.",1972,"Tandlakartidningen",64,"23",,770,773,,4,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015446258&partnerID=40&md5=6e8deeb7b1ada1c3161118e436dfa8c0",Article,Final,,Scopus,2-s2.0-0015446258
"Badersten, A., Egelberg, J., Jönsson, G., Taylor, I.","6603930426; 7005656842; 56228852700; 7202126662","Comparative study of the preventive effect of different dentifrices by toothbrushing | Jämförelse av den plaqueavlägsnande effekten av några olika tandkrämer vid tandborstning.",1972,"Tandlakartidningen",64,"23",,774,776,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015455243&partnerID=40&md5=0b942eff966e2a30bbbc05cab79795ce",Article,Final,,Scopus,2-s2.0-0015455243
"Suomi, J.D., Horowitz, A.M., Weiss, R.L., McClendon, B.J., Driscoll, W.S.","7003353047; 7202861117; 7404027240; 6701807345; 7004315143","A comparison of the plaque-removing ability of a standard and an unconventional toothbrush.",1972,"ASDC journal of dentistry for children",39,"6",,453,457,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015426864&partnerID=40&md5=20d4aa993ddf75ea8c604aeaeb958f38",Article,Final,,Scopus,2-s2.0-0015426864
"Sponholz, H., Graep, K.","7005528057; 6504434562","Development of a toothbrush for children based on clinical experimental longitudinal studies | Entwicklung einer Kinderzahnbürste auf Grund von klinische-ezperimentellen Longitudinaluntersuchungen.",1972,"Deutsche Stomatologie",22,"11",,855,867,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015422796&partnerID=40&md5=b71da0843a147c77da0bbf08e23d52b0",Article,Final,,Scopus,2-s2.0-0015422796
"Less, W.","57199614240","Mechanics of teaching plaque control.",1972,"Dental Clinics of North America",16,"4",,647,659,,3,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015416110&partnerID=40&md5=21f49ce2b4a8fad1e86da9e7a05df09f",Article,Final,,Scopus,2-s2.0-0015416110
"Listgarten, M.A.","7005051432","Dental plaque: its structure and prevention.",1972,"ASDC journal of dentistry for children",39,"5",,347,352,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015389507&partnerID=40&md5=6301eef4b25523ada309a1787e613144",Article,Final,,Scopus,2-s2.0-0015389507
"Lainson, P.A., Taylor, J.C.","6603893733; 56302555800","Oral hygiene: a necessity in preventing and controlling dental disease.",1972,"Dental digest",78,"7",,360,363,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015364739&partnerID=40&md5=0aa8b2816f8b431100d3d045d7fb9c43",Article,Final,,Scopus,2-s2.0-0015364739
"Cuadros, J.D.","7005324546","Prevention of periodontal disease. Toothbrushing and bacterial plaque | Prevención de la enfermedad peridontal. El cepillado y la placa bacteriana.",1972,"La Tribuna odontologica",56,"7",,179,182,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015363786&partnerID=40&md5=d42fa687b534f117f0093f8193d717cc",Article,Final,,Scopus,2-s2.0-0015363786
"Allet, B., Regolati, B., Mühlemann, H.R.","7004005700; 7003534218; 7006360947","The role of the angle of the handle in the cleaning efficiency of the toothbrush | Die Rolle der Griffabwinkelung auf die Reinigungskraft einer Zahnbürste.",1972,"SSO. Schweizerische Monatsschrift fur Zahnheilkunde. Revue mensuelle suisse d""odonto-stomatologia. Rivista mensile svizzera di odontologia e stomatologia",82,"4",,452,460,,2,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015323579&partnerID=40&md5=1e42d678357e3357a2f90a66ef3da814",Article,Final,,Scopus,2-s2.0-0015323579
[No author name available],[No author name available],"Series on plaque control instruction for the dental team. V. Plaque removal techniques.",1972,"The Dental assistant",41,"4",,16,21,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015321811&partnerID=40&md5=fcf11341d759538d1ad15f1599fc7b24",Article,Final,,Scopus,2-s2.0-0015321811
"Jensen, S.B.","7401855151","Studies on new possibilities in plaque removable | Untersuchungen über neue Möglichkeiten zur Plaquebeseitigung.",1972,"Deutsche zahnarztliche Zeitschrift",27,"4",,246,253,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015317178&partnerID=40&md5=e97de38627108a401bbea47b61454702",Article,Final,,Scopus,2-s2.0-0015317178
"Gerke, J.","35904623300","Special chewing gum in oral hygiene | Spezialkaugummi als Zahn- und Mundpflegemittel.",1972,"ZWR",81,"6",,274,275,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015522779&partnerID=40&md5=ecadab9e528eb6f8aad6793e6a21595d",Article,Final,,Scopus,2-s2.0-0015522779
"Sangnes, G., Zachrisson, B., Gjermo, P.","6602310752; 7006974051; 7007168127","Effectiveness of vertical and horizontal brushing techniques in plaque removal.",1972,"ASDC journal of dentistry for children",39,"2",,94,97,,22,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015308765&partnerID=40&md5=5f59b6b4ae21bc3fa73d5ca07cbef7e4",Article,Final,,Scopus,2-s2.0-0015308765
"Dunkin, R.T.","6602888929","Oral irrigation in your patient's home care control program.",1972,"The Journal of the American Society for Preventive Dentistry",2,"2",,46,47 passim,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015306582&partnerID=40&md5=fae19ec94d186b1c20e529eed7980635",Article,Final,,Scopus,2-s2.0-0015306582
"Gilmore, E.L., Bhaskar, S.N.","7004231974; 7005829997","Effect of tongue brushing on bacteria and plaque formed in vitro.",1972,"Journal of periodontology",43,"7",,418,422,,21,10.1902/jop.1972.43.7.418,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015369673&partnerID=40&md5=e57b546e06f79ef3b085a2c4b713fdff",Article,Final,,Scopus,2-s2.0-0015369673
"Elliott, J.R., Bowers, G.M., Clemmer, B.A., Rovelstad, G.H.","7402853018; 7102002383; 6603169602; 6701717052","A comparison of selected oral hygiene devices in dental plaque removal.",1972,"Journal of periodontology",43,"4",,217,220,,16,10.1902/jop.1972.43.4.217,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015327869&partnerID=40&md5=40e496034da847ea2a6cf6545e039a97",Article,Final,,Scopus,2-s2.0-0015327869
"BIRKELAND, J.M.","7005227230","Fluoride content of dental plaque after brushing with a fluoride dentifrice",1972,"European Journal of Oral Sciences",80,"1",,80,81,,13,10.1111/j.1600-0722.1972.tb00266.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015257680&partnerID=40&md5=f4f5b2244ccacc33acbce77e27510cdf",Article,Final,,Scopus,2-s2.0-0015257680
"Owen, T.L.","7102033786","A clinical evaluation of electric and manual toothbrushing by children with primary dentitions.",1972,"ASDC journal of dentistry for children",39,"1",,15,21,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015261313&partnerID=40&md5=83b9f3239ea174626bf701cfc9ff84b3",Article,Final,,Scopus,2-s2.0-0015261313
"Toto, P.D., Rapp, G.W.","7005376111; 7004759884","A clinical comparison of a new low abrasive dentifrice with intermediate and high abrasive dentifrices.",1972,"Journal of periodontology",43,"8",,492,494,,2,10.1902/jop.1972.43.8.492,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015385537&partnerID=40&md5=f0da899046f2054ad096dc53f4beff4b",Article,Final,,Scopus,2-s2.0-0015385537
"Zachrisson, S., Zachrisson, B.U.","6507142764; 7006974051","Gingival condition associated with orthodontic treatment.",1972,"Angle Orthodontist",42,"1",,26,34,,174,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015266293&partnerID=40&md5=748f28833b216628f1335eca468c5a89",Article,Final,,Scopus,2-s2.0-0015266293
"Campbell, M.J.A.","55700470700","Epidemiology of periodontal disease in the diabetic and the non‐diabetic",1972,"Australian Dental Journal",17,"4",,274,278,,19,10.1111/j.1834-7819.1972.tb04931.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015377435&partnerID=40&md5=eb779d094ce8cdf967ea7a1381dead2e",Article,Final,,Scopus,2-s2.0-0015377435
"FRANDSEN, A.M., BARBANO, J.P., SUOMI, J.D., GHANG, J.J., HOUSTON, R.","24744076100; 6603449668; 7003353047; 57190930819; 7006185522","A comparison of the effectiveness of the Charters', scrub, and roll methods of toothbrushing in removing plaque",1972,"European Journal of Oral Sciences",80,"4",,267,271,,18,10.1111/j.1600-0722.1972.tb00290.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984469900&partnerID=40&md5=0f8f48edfe10f5dd18dc780d6fe38696",Article,Final,,Scopus,2-s2.0-84984469900
"Robertson, N.A.E., Wade, A.B.","7102940977; 7202754402","Effect of filament diameter and density in toothbrushes",1972,"Journal of Periodontal Research",7,"4",,346,350,,6,10.1111/j.1600-0765.1972.tb01725.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015477237&partnerID=40&md5=de9e251246e565dd6fa715447dc46cb8",Article,Final,,Scopus,2-s2.0-0015477237
"LÖE, H., VON DER FEHR, F.R., SCHIÖTT, C.R.","7103064570; 7003328177; 6603904707","Inhibition of experimental caries by plaque prevention: The effect of chlorhexidine mouthrinses",1972,"European Journal of Oral Sciences",80,"1",,1,9,,67,10.1111/j.1600-0722.1972.tb00257.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984482071&partnerID=40&md5=cb66b9e4d109a3f226bbbd6888ae3597",Article,Final,,Scopus,2-s2.0-84984482071
"Mackenzie, I.C.","57203077249","Does Toothbrushing Affect Gingival Keratinization?",1972,"Journal of the Royal Society of Medicine",65,"12",,1127,1131,,17,10.1177/003591577206501234,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015459742&partnerID=40&md5=e1a6af73e1d74abdbd1017e3228150ee",Article,Final,Open Access,Scopus,2-s2.0-0015459742
"AINAMO, J.","7007083457","Relationship between malalignment of the teeth and periodontal disease",1972,"European Journal of Oral Sciences",80,"2",,104,110,,32,10.1111/j.1600-0722.1972.tb00270.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984470599&partnerID=40&md5=7ac4e58f22c8b9fd3b434e158156ca7d",Article,Final,,Scopus,2-s2.0-84984470599
"Mühlemann, H.R., Marthaler, T.M.","7006360947; 7103296034","Is the production of candy with a low content of cariogenic agents possible? | Ist die herstellung von Süssigkeiten mit geringen karieserzeugenden Eigenschaften möglich.",1971,"Bibliotheca nutritio et dieta",16,"",,19,28,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015172668&partnerID=40&md5=f2cfb231b42976cd1c7797a32abb372f",Article,Final,,Scopus,2-s2.0-0015172668
"Gilmore, E.L., Bhaskar, S.N.","7004231974; 7005829997","Effect of tongue brushing on bacterial population.",1971,"Journal - Southern California Dental Association",39,"11",,893,895,,6,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015149574&partnerID=40&md5=452cfe3613d7869fcc6e5ec0422d4e25",Article,Final,,Scopus,2-s2.0-0015149574
"Zachrisson, B.","7006974051","Toothbrushing in patients with orthodontic appliances | Tannrengjøring på kjeveortopediske pasienter.",1971,"Den Norske tannlaegeforenings tidende",81,"9",,686,693,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015148344&partnerID=40&md5=c750bbc2fb157f8960d0ab70494eddce",Review,Final,,Scopus,2-s2.0-0015148344
"Speirs, D.M.","6603965937","Recent advances in periodontology.",1971,"The Dental practitioner and dental record",22,"1",,4,9,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015118813&partnerID=40&md5=39d1517d78c2e88b21d37bcd436b0390",Review,Final,,Scopus,2-s2.0-0015118813
[No author name available],[No author name available],"Dental bacterial control and prevention: what it's all about.",1971,"Journal of the Colorado Dental Association",50,"1",,54,56,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015104617&partnerID=40&md5=1ef60545caa49ed46746f6f9c2f1c917",Article,Final,,Scopus,2-s2.0-0015104617
"Glickman, I.","7004407088","Periodontal Disease",1971,"New England Journal of Medicine",284,"19",,1071,1077,,13,10.1056/NEJM197105132841906,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015221884&partnerID=40&md5=7b74b9d9960259611e39f400c624e1ab",Review,Final,,Scopus,2-s2.0-0015221884
"Kardel, K.M., Bay, L.","6603990851; 36757734500","Toothbrushes for single use | Eengangstandbørster.",1971,"Tandlaegebladet",75,"5",,425,429,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015055887&partnerID=40&md5=296d510c28c452ca63d567f748f6a96c",Article,Final,,Scopus,2-s2.0-0015055887
"Kardel, K.M., Olesen, K.P., Bay, I.","6603990851; 7102561974; 7003425062","Toothbrushes ability to remove dental plaque. II. Significance of brush head size and placement of tufts | Tandbøorstens evne til at fjerne plaque. II. Betydningen af børstehovedets størrelse og fiberbundtplaceringen.",1971,"Tandlaegebladet",75,"3",,189,196,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015029470&partnerID=40&md5=5a84ec6d1af4a96be74a213478ecdace",Article,Final,,Scopus,2-s2.0-0015029470
"Saunders, M.","57198104379","Preventive periodontics.",1971,"Dental health",10,"1",,7,15,,,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015033017&partnerID=40&md5=f06752f868af4482df082be584ea45c6",Article,Final,,Scopus,2-s2.0-0015033017
"Moss, A.","7402549347","Clinical investigations of the effect of toothpaste and toothpowder on the occurrence of plaque | Kliniske undersøgelser over nogle tandpastaers og tandpulveres virkning over for plaqueforekomst.",1971,"Tandlaegebladet",75,"3",,197,204,,1,,"https://www.scopus.com/inward/record.url?eid=2-s2.0-0015027633&partnerID=40&md5=7955c9e9c3d8cdaa7235b65e7c68242c",Article,Final,,Scopus,2-s2.0-0015027633
"HANSEN, F., GJERMO, P.","57198006117; 7007168127","The plaque‐removing effect of four toothbrushing methods",1971,"European Journal of Oral Sciences",79,"4",,502,506,,55,10.1111/j.1600-0722.1971.tb02044.x,"https://www.scopus.com/inward/record.url?eid=2-s2.0-84984525465&partnerID=40&md5=0153e85a20b7d3f908ea5bac4beff324",Article,Final,,Scopus,2-s2.0-84984525465
